RaceName,Driver,DriverNumber,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,Position,SpeedST,IsPersonalBest
Australia,VER,1,Red Bull Racing,1.0,0 days 00:01:59.392000,,0 days 00:00:20.705000,0 days 00:00:55.250000,INTERMEDIATE,1.0,1.0,2.0,215.0,False
Australia,VER,1,Red Bull Racing,2.0,,0 days 00:00:58.141000,0 days 00:00:37.976000,0 days 00:01:13.205000,INTERMEDIATE,2.0,1.0,2.0,210.0,False
Australia,VER,1,Red Bull Racing,3.0,,0 days 00:00:56.230000,0 days 00:00:33.683000,0 days 00:01:12.232000,INTERMEDIATE,3.0,2.0,2.0,180.0,False
Australia,VER,1,Red Bull Racing,4.0,,0 days 00:00:54.351000,0 days 00:00:32.712000,0 days 00:01:08.712000,INTERMEDIATE,4.0,3.0,2.0,187.0,False
Australia,VER,1,Red Bull Racing,5.0,0 days 00:02:23.609000,0 days 00:00:53.513000,0 days 00:00:32.627000,0 days 00:00:57.469000,INTERMEDIATE,5.0,4.0,2.0,194.0,False
Australia,VER,1,Red Bull Racing,6.0,0 days 00:02:19.654000,0 days 00:00:47.887000,0 days 00:00:33.228000,0 days 00:00:58.539000,INTERMEDIATE,6.0,4.0,2.0,127.0,True
Australia,VER,1,Red Bull Racing,7.0,0 days 00:02:16.447000,0 days 00:00:45.898000,0 days 00:00:29.735000,0 days 00:01:00.814000,INTERMEDIATE,7.0,4.0,2.0,208.0,True
Australia,VER,1,Red Bull Racing,8.0,0 days 00:01:36.830000,0 days 00:00:35.249000,0 days 00:00:20.145000,0 days 00:00:41.436000,INTERMEDIATE,8.0,4.0,2.0,245.0,True
Australia,VER,1,Red Bull Racing,9.0,0 days 00:01:34.315000,0 days 00:00:33.850000,0 days 00:00:19.608000,0 days 00:00:40.857000,INTERMEDIATE,9.0,4.0,2.0,258.0,True
Australia,VER,1,Red Bull Racing,10.0,0 days 00:01:32.650000,0 days 00:00:33.117000,0 days 00:00:19.414000,0 days 00:00:40.119000,INTERMEDIATE,10.0,4.0,2.0,263.0,True
Australia,VER,1,Red Bull Racing,11.0,0 days 00:01:32.453000,0 days 00:00:33.017000,0 days 00:00:19.392000,0 days 00:00:40.044000,INTERMEDIATE,11.0,4.0,2.0,272.0,True
Australia,VER,1,Red Bull Racing,12.0,0 days 00:01:31.591000,0 days 00:00:32.767000,0 days 00:00:19.302000,0 days 00:00:39.522000,INTERMEDIATE,12.0,4.0,2.0,274.0,True
Australia,VER,1,Red Bull Racing,13.0,0 days 00:01:31.271000,0 days 00:00:32.572000,0 days 00:00:19.292000,0 days 00:00:39.407000,INTERMEDIATE,13.0,4.0,2.0,281.0,True
Australia,VER,1,Red Bull Racing,14.0,0 days 00:01:30.639000,0 days 00:00:32.137000,0 days 00:00:19.124000,0 days 00:00:39.378000,INTERMEDIATE,14.0,4.0,2.0,282.0,True
Australia,VER,1,Red Bull Racing,15.0,0 days 00:01:30.328000,0 days 00:00:31.945000,0 days 00:00:18.879000,0 days 00:00:39.504000,INTERMEDIATE,15.0,4.0,2.0,287.0,True
Australia,VER,1,Red Bull Racing,16.0,0 days 00:01:30.592000,0 days 00:00:31.921000,0 days 00:00:19.071000,0 days 00:00:39.600000,INTERMEDIATE,16.0,4.0,2.0,297.0,False
Australia,VER,1,Red Bull Racing,17.0,0 days 00:01:33.392000,0 days 00:00:32.432000,0 days 00:00:19.003000,0 days 00:00:41.957000,INTERMEDIATE,17.0,4.0,3.0,285.0,False
Australia,VER,1,Red Bull Racing,18.0,0 days 00:01:32.169000,0 days 00:00:32.550000,0 days 00:00:18.956000,0 days 00:00:40.663000,INTERMEDIATE,18.0,4.0,3.0,271.0,False
Australia,VER,1,Red Bull Racing,19.0,0 days 00:01:31.939000,0 days 00:00:32.547000,0 days 00:00:19.002000,0 days 00:00:40.390000,INTERMEDIATE,19.0,4.0,3.0,273.0,False
Australia,VER,1,Red Bull Racing,20.0,0 days 00:01:31.598000,0 days 00:00:32.354000,0 days 00:00:19.009000,0 days 00:00:40.235000,INTERMEDIATE,20.0,4.0,3.0,275.0,False
Australia,VER,1,Red Bull Racing,21.0,0 days 00:01:31.177000,0 days 00:00:32.272000,0 days 00:00:18.898000,0 days 00:00:40.007000,INTERMEDIATE,21.0,4.0,3.0,272.0,False
Australia,VER,1,Red Bull Racing,22.0,0 days 00:01:31.040000,0 days 00:00:32.480000,0 days 00:00:18.943000,0 days 00:00:39.617000,INTERMEDIATE,22.0,4.0,3.0,279.0,False
Australia,VER,1,Red Bull Racing,23.0,0 days 00:01:30.686000,0 days 00:00:32.099000,0 days 00:00:18.912000,0 days 00:00:39.675000,INTERMEDIATE,23.0,4.0,3.0,276.0,False
Australia,VER,1,Red Bull Racing,24.0,0 days 00:01:30.978000,0 days 00:00:32.243000,0 days 00:00:18.994000,0 days 00:00:39.741000,INTERMEDIATE,24.0,4.0,3.0,275.0,False
Australia,VER,1,Red Bull Racing,25.0,0 days 00:01:30.845000,0 days 00:00:32.279000,0 days 00:00:18.911000,0 days 00:00:39.655000,INTERMEDIATE,25.0,4.0,3.0,278.0,False
Australia,VER,1,Red Bull Racing,26.0,0 days 00:01:30.293000,0 days 00:00:32.159000,0 days 00:00:18.938000,0 days 00:00:39.196000,INTERMEDIATE,26.0,4.0,3.0,286.0,True
Australia,VER,1,Red Bull Racing,27.0,0 days 00:01:29.731000,0 days 00:00:31.904000,0 days 00:00:18.868000,0 days 00:00:38.959000,INTERMEDIATE,27.0,4.0,3.0,283.0,True
Australia,VER,1,Red Bull Racing,28.0,0 days 00:01:29.411000,0 days 00:00:31.769000,0 days 00:00:18.848000,0 days 00:00:38.794000,INTERMEDIATE,28.0,4.0,3.0,286.0,True
Australia,VER,1,Red Bull Racing,29.0,0 days 00:01:29.043000,0 days 00:00:31.543000,0 days 00:00:18.815000,0 days 00:00:38.685000,INTERMEDIATE,29.0,4.0,3.0,289.0,True
Australia,VER,1,Red Bull Racing,30.0,0 days 00:01:28.237000,0 days 00:00:31.103000,0 days 00:00:18.635000,0 days 00:00:38.499000,INTERMEDIATE,30.0,4.0,3.0,292.0,True
Australia,VER,1,Red Bull Racing,31.0,0 days 00:01:28.127000,0 days 00:00:31.123000,0 days 00:00:18.741000,0 days 00:00:38.263000,INTERMEDIATE,31.0,4.0,3.0,288.0,True
Australia,VER,1,Red Bull Racing,32.0,0 days 00:01:28.208000,0 days 00:00:30.905000,0 days 00:00:18.890000,0 days 00:00:38.413000,INTERMEDIATE,32.0,4.0,3.0,287.0,False
Australia,VER,1,Red Bull Racing,33.0,0 days 00:01:28.046000,0 days 00:00:30.905000,0 days 00:00:18.810000,0 days 00:00:38.331000,INTERMEDIATE,33.0,4.0,3.0,288.0,True
Australia,VER,1,Red Bull Racing,34.0,0 days 00:02:08.598000,0 days 00:00:38.569000,0 days 00:00:29.499000,0 days 00:01:00.530000,INTERMEDIATE,34.0,4.0,3.0,288.0,False
Australia,VER,1,Red Bull Racing,35.0,0 days 00:02:04.508000,0 days 00:00:46.794000,0 days 00:00:27.330000,0 days 00:00:50.384000,MEDIUM,1.0,5.0,3.0,177.0,False
Australia,VER,1,Red Bull Racing,36.0,0 days 00:01:56.334000,0 days 00:00:33.284000,0 days 00:00:30.201000,0 days 00:00:52.849000,MEDIUM,2.0,5.0,3.0,247.0,False
Australia,VER,1,Red Bull Racing,37.0,,0 days 00:00:46.632000,0 days 00:00:40.725000,0 days 00:01:15.519000,MEDIUM,3.0,5.0,3.0,160.0,False
Australia,VER,1,Red Bull Racing,38.0,0 days 00:02:17.910000,0 days 00:00:40.652000,0 days 00:00:41.364000,0 days 00:00:55.894000,MEDIUM,4.0,5.0,3.0,248.0,False
Australia,VER,1,Red Bull Racing,39.0,0 days 00:02:12.714000,0 days 00:00:42.699000,0 days 00:00:36.267000,0 days 00:00:53.748000,MEDIUM,5.0,5.0,3.0,201.0,False
Australia,VER,1,Red Bull Racing,40.0,0 days 00:02:11.498000,0 days 00:00:43.488000,0 days 00:00:33.721000,0 days 00:00:54.289000,MEDIUM,6.0,5.0,3.0,245.0,False
Australia,VER,1,Red Bull Racing,41.0,0 days 00:02:12.004000,0 days 00:00:44.791000,0 days 00:00:29.249000,0 days 00:00:57.964000,MEDIUM,7.0,5.0,3.0,200.0,False
Australia,VER,1,Red Bull Racing,42.0,0 days 00:01:25.317000,0 days 00:00:30.288000,0 days 00:00:18.886000,0 days 00:00:36.143000,MEDIUM,8.0,5.0,3.0,282.0,True
Australia,VER,1,Red Bull Racing,43.0,0 days 00:01:23.081000,0 days 00:00:28.878000,0 days 00:00:18.569000,0 days 00:00:35.634000,MEDIUM,9.0,5.0,3.0,297.0,True
Australia,VER,1,Red Bull Racing,44.0,0 days 00:01:26.789000,0 days 00:00:28.766000,0 days 00:00:18.154000,0 days 00:00:39.869000,MEDIUM,10.0,5.0,1.0,298.0,False
Australia,VER,1,Red Bull Racing,45.0,0 days 00:01:32.874000,0 days 00:00:29.993000,0 days 00:00:18.865000,0 days 00:00:44.016000,MEDIUM,11.0,5.0,1.0,277.0,False
Australia,VER,1,Red Bull Racing,46.0,0 days 00:01:52.606000,0 days 00:00:31.037000,0 days 00:00:19.186000,0 days 00:01:02.383000,MEDIUM,12.0,5.0,5.0,266.0,False
Australia,VER,1,Red Bull Racing,47.0,0 days 00:02:07.213000,0 days 00:00:40.700000,0 days 00:00:31.560000,0 days 00:00:54.953000,INTERMEDIATE,1.0,6.0,2.0,224.0,False
Australia,VER,1,Red Bull Racing,48.0,0 days 00:02:02.406000,0 days 00:00:38.909000,0 days 00:00:23.850000,0 days 00:00:59.647000,INTERMEDIATE,2.0,6.0,2.0,192.0,False
Australia,VER,1,Red Bull Racing,49.0,0 days 00:02:24.892000,0 days 00:00:51.981000,0 days 00:00:32.432000,0 days 00:01:00.479000,INTERMEDIATE,3.0,6.0,2.0,181.0,False
Australia,VER,1,Red Bull Racing,50.0,0 days 00:02:22.085000,0 days 00:00:52.682000,0 days 00:00:32.177000,0 days 00:00:57.226000,INTERMEDIATE,4.0,6.0,2.0,127.0,False
Australia,VER,1,Red Bull Racing,51.0,0 days 00:02:13.879000,0 days 00:00:47.272000,0 days 00:00:29.576000,0 days 00:00:57.031000,INTERMEDIATE,5.0,6.0,2.0,135.0,False
Australia,VER,1,Red Bull Racing,52.0,0 days 00:01:33.864000,0 days 00:00:34.079000,0 days 00:00:19.408000,0 days 00:00:40.377000,INTERMEDIATE,6.0,6.0,2.0,244.0,False
Australia,VER,1,Red Bull Racing,53.0,0 days 00:01:30.859000,0 days 00:00:32.113000,0 days 00:00:19.031000,0 days 00:00:39.715000,INTERMEDIATE,7.0,6.0,2.0,273.0,False
Australia,VER,1,Red Bull Racing,54.0,0 days 00:01:29.100000,0 days 00:00:31.437000,0 days 00:00:18.688000,0 days 00:00:38.975000,INTERMEDIATE,8.0,6.0,2.0,273.0,False
Australia,VER,1,Red Bull Racing,55.0,0 days 00:01:28.538000,0 days 00:00:30.812000,0 days 00:00:18.798000,0 days 00:00:38.928000,INTERMEDIATE,9.0,6.0,2.0,284.0,False
Australia,VER,1,Red Bull Racing,56.0,0 days 00:01:27.921000,0 days 00:00:30.695000,0 days 00:00:18.320000,0 days 00:00:38.906000,INTERMEDIATE,10.0,6.0,2.0,280.0,False
Australia,VER,1,Red Bull Racing,57.0,0 days 00:01:27.400000,0 days 00:00:30.421000,0 days 00:00:18.285000,0 days 00:00:38.694000,INTERMEDIATE,11.0,6.0,2.0,293.0,False
Australia,GAS,10,Alpine,1.0,0 days 00:02:14.132000,,0 days 00:00:21.554000,0 days 00:01:05.755000,INTERMEDIATE,1.0,1.0,9.0,186.0,False
Australia,GAS,10,Alpine,2.0,,0 days 00:00:55.855000,0 days 00:00:35.135000,0 days 00:01:20.320000,INTERMEDIATE,2.0,1.0,9.0,195.0,False
Australia,GAS,10,Alpine,3.0,,0 days 00:00:50.510000,0 days 00:00:36.049000,0 days 00:01:16.333000,INTERMEDIATE,3.0,2.0,9.0,189.0,False
Australia,GAS,10,Alpine,4.0,,0 days 00:00:50.360000,0 days 00:00:32.205000,0 days 00:01:12.024000,INTERMEDIATE,4.0,3.0,9.0,194.0,False
Australia,GAS,10,Alpine,5.0,0 days 00:02:21.360000,0 days 00:00:51.180000,0 days 00:00:30.446000,0 days 00:00:59.734000,INTERMEDIATE,5.0,4.0,9.0,204.0,False
Australia,GAS,10,Alpine,6.0,0 days 00:02:19.952000,0 days 00:00:43.258000,0 days 00:00:34.952000,0 days 00:01:01.742000,INTERMEDIATE,6.0,4.0,9.0,222.0,True
Australia,GAS,10,Alpine,7.0,0 days 00:02:06.733000,0 days 00:00:42.713000,0 days 00:00:29.764000,0 days 00:00:54.256000,INTERMEDIATE,7.0,4.0,9.0,223.0,True
Australia,GAS,10,Alpine,8.0,0 days 00:01:38.441000,0 days 00:00:35.761000,0 days 00:00:20.439000,0 days 00:00:42.241000,INTERMEDIATE,8.0,4.0,9.0,232.0,True
Australia,GAS,10,Alpine,9.0,0 days 00:01:36.062000,0 days 00:00:34.775000,0 days 00:00:19.939000,0 days 00:00:41.348000,INTERMEDIATE,9.0,4.0,9.0,241.0,True
Australia,GAS,10,Alpine,10.0,0 days 00:01:35.527000,0 days 00:00:34.369000,0 days 00:00:19.784000,0 days 00:00:41.374000,INTERMEDIATE,10.0,4.0,9.0,255.0,True
Australia,GAS,10,Alpine,11.0,0 days 00:01:34.702000,0 days 00:00:33.715000,0 days 00:00:19.771000,0 days 00:00:41.216000,INTERMEDIATE,11.0,4.0,9.0,261.0,True
Australia,GAS,10,Alpine,12.0,0 days 00:01:34.227000,0 days 00:00:33.480000,0 days 00:00:19.640000,0 days 00:00:41.107000,INTERMEDIATE,12.0,4.0,9.0,262.0,True
Australia,GAS,10,Alpine,13.0,0 days 00:01:33.275000,0 days 00:00:33.245000,0 days 00:00:19.662000,0 days 00:00:40.368000,INTERMEDIATE,13.0,4.0,9.0,273.0,True
Australia,GAS,10,Alpine,14.0,0 days 00:01:32.859000,0 days 00:00:32.923000,0 days 00:00:19.508000,0 days 00:00:40.428000,INTERMEDIATE,14.0,4.0,9.0,274.0,True
Australia,GAS,10,Alpine,15.0,0 days 00:01:32.744000,0 days 00:00:33.106000,0 days 00:00:19.515000,0 days 00:00:40.123000,INTERMEDIATE,15.0,4.0,9.0,271.0,True
Australia,GAS,10,Alpine,16.0,0 days 00:01:32.445000,0 days 00:00:32.952000,0 days 00:00:19.527000,0 days 00:00:39.966000,INTERMEDIATE,16.0,4.0,9.0,270.0,True
Australia,GAS,10,Alpine,17.0,0 days 00:01:32.795000,0 days 00:00:32.773000,0 days 00:00:19.338000,0 days 00:00:40.684000,INTERMEDIATE,17.0,4.0,9.0,270.0,False
Australia,GAS,10,Alpine,18.0,0 days 00:01:33.124000,0 days 00:00:32.863000,0 days 00:00:19.329000,0 days 00:00:40.932000,INTERMEDIATE,18.0,4.0,9.0,269.0,False
Australia,GAS,10,Alpine,19.0,0 days 00:01:32.462000,0 days 00:00:32.918000,0 days 00:00:19.141000,0 days 00:00:40.403000,INTERMEDIATE,19.0,4.0,9.0,268.0,False
Australia,GAS,10,Alpine,20.0,0 days 00:01:32.327000,0 days 00:00:32.703000,0 days 00:00:19.090000,0 days 00:00:40.534000,INTERMEDIATE,20.0,4.0,9.0,275.0,True
Australia,GAS,10,Alpine,21.0,0 days 00:01:32.323000,0 days 00:00:32.860000,0 days 00:00:19.181000,0 days 00:00:40.282000,INTERMEDIATE,21.0,4.0,9.0,269.0,True
Australia,GAS,10,Alpine,22.0,0 days 00:01:32.355000,0 days 00:00:32.630000,0 days 00:00:19.183000,0 days 00:00:40.542000,INTERMEDIATE,22.0,4.0,9.0,280.0,False
Australia,GAS,10,Alpine,23.0,0 days 00:01:32.438000,0 days 00:00:32.769000,0 days 00:00:19.180000,0 days 00:00:40.489000,INTERMEDIATE,23.0,4.0,9.0,272.0,False
Australia,GAS,10,Alpine,24.0,0 days 00:01:32.035000,0 days 00:00:32.624000,0 days 00:00:19.219000,0 days 00:00:40.192000,INTERMEDIATE,24.0,4.0,9.0,272.0,True
Australia,GAS,10,Alpine,25.0,0 days 00:01:31.622000,0 days 00:00:32.743000,0 days 00:00:19.120000,0 days 00:00:39.759000,INTERMEDIATE,25.0,4.0,9.0,275.0,True
Australia,GAS,10,Alpine,26.0,0 days 00:01:30.928000,0 days 00:00:32.305000,0 days 00:00:19.052000,0 days 00:00:39.571000,INTERMEDIATE,26.0,4.0,9.0,282.0,True
Australia,GAS,10,Alpine,27.0,0 days 00:01:30.635000,0 days 00:00:32.169000,0 days 00:00:19.002000,0 days 00:00:39.464000,INTERMEDIATE,27.0,4.0,9.0,279.0,True
Australia,GAS,10,Alpine,28.0,0 days 00:01:30.382000,0 days 00:00:32.019000,0 days 00:00:18.955000,0 days 00:00:39.408000,INTERMEDIATE,28.0,4.0,9.0,277.0,True
Australia,GAS,10,Alpine,29.0,0 days 00:01:30.051000,0 days 00:00:31.855000,0 days 00:00:18.938000,0 days 00:00:39.258000,INTERMEDIATE,29.0,4.0,9.0,284.0,True
Australia,GAS,10,Alpine,30.0,0 days 00:01:30.124000,0 days 00:00:31.654000,0 days 00:00:18.998000,0 days 00:00:39.472000,INTERMEDIATE,30.0,4.0,9.0,282.0,False
Australia,GAS,10,Alpine,31.0,0 days 00:01:29.299000,0 days 00:00:31.513000,0 days 00:00:18.869000,0 days 00:00:38.917000,INTERMEDIATE,31.0,4.0,9.0,283.0,True
Australia,GAS,10,Alpine,32.0,0 days 00:01:29.383000,0 days 00:00:31.618000,0 days 00:00:18.850000,0 days 00:00:38.915000,INTERMEDIATE,32.0,4.0,9.0,280.0,False
Australia,GAS,10,Alpine,33.0,0 days 00:01:51.300000,0 days 00:00:31.296000,0 days 00:00:18.975000,0 days 00:01:01.029000,INTERMEDIATE,33.0,4.0,9.0,284.0,False
Australia,GAS,10,Alpine,34.0,0 days 00:02:25.049000,0 days 00:00:53.338000,0 days 00:00:42.356000,0 days 00:00:49.355000,HARD,1.0,5.0,9.0,162.0,False
Australia,GAS,10,Alpine,35.0,0 days 00:01:45.531000,0 days 00:00:35.632000,0 days 00:00:28.822000,0 days 00:00:41.077000,HARD,2.0,5.0,9.0,237.0,False
Australia,GAS,10,Alpine,36.0,0 days 00:01:41.620000,0 days 00:00:32.286000,0 days 00:00:29.596000,0 days 00:00:39.738000,HARD,3.0,5.0,9.0,280.0,False
Australia,GAS,10,Alpine,37.0,0 days 00:02:07.218000,0 days 00:00:31.629000,0 days 00:00:29.727000,0 days 00:01:05.862000,HARD,4.0,5.0,9.0,270.0,False
Australia,GAS,10,Alpine,38.0,0 days 00:02:19.376000,0 days 00:00:38.274000,0 days 00:00:39.552000,0 days 00:01:01.550000,HARD,5.0,5.0,9.0,258.0,False
Australia,GAS,10,Alpine,39.0,0 days 00:02:11.226000,0 days 00:00:38.456000,0 days 00:00:36.070000,0 days 00:00:56.700000,HARD,6.0,5.0,9.0,258.0,False
Australia,GAS,10,Alpine,40.0,0 days 00:02:10.476000,0 days 00:00:40.824000,0 days 00:00:35.543000,0 days 00:00:54.109000,HARD,7.0,5.0,9.0,262.0,False
Australia,GAS,10,Alpine,41.0,0 days 00:02:06.368000,0 days 00:00:43.945000,0 days 00:00:29.012000,0 days 00:00:53.411000,HARD,8.0,5.0,9.0,201.0,False
Australia,GAS,10,Alpine,42.0,0 days 00:01:27.942000,0 days 00:00:31.318000,0 days 00:00:18.881000,0 days 00:00:37.743000,HARD,9.0,5.0,9.0,284.0,True
Australia,GAS,10,Alpine,43.0,0 days 00:01:25.020000,0 days 00:00:29.787000,0 days 00:00:18.627000,0 days 00:00:36.606000,HARD,10.0,5.0,9.0,294.0,True
Australia,GAS,10,Alpine,44.0,0 days 00:01:28.332000,0 days 00:00:29.467000,0 days 00:00:18.594000,0 days 00:00:40.271000,HARD,11.0,5.0,4.0,296.0,False
Australia,GAS,10,Alpine,45.0,0 days 00:01:32.969000,0 days 00:00:30.352000,0 days 00:00:18.899000,0 days 00:00:43.718000,HARD,12.0,5.0,4.0,287.0,False
Australia,GAS,10,Alpine,46.0,0 days 00:01:56.069000,0 days 00:00:33.157000,0 days 00:00:18.982000,0 days 00:01:03.930000,HARD,13.0,5.0,11.0,262.0,False
Australia,GAS,10,Alpine,47.0,0 days 00:02:06.740000,0 days 00:00:45.479000,0 days 00:00:24.021000,0 days 00:00:57.240000,INTERMEDIATE,1.0,6.0,8.0,221.0,False
Australia,GAS,10,Alpine,48.0,0 days 00:02:01.785000,0 days 00:00:41.932000,0 days 00:00:22.835000,0 days 00:00:57.018000,INTERMEDIATE,2.0,6.0,8.0,185.0,False
Australia,GAS,10,Alpine,49.0,0 days 00:02:24.669000,0 days 00:00:48.264000,0 days 00:00:32.422000,0 days 00:01:03.983000,INTERMEDIATE,3.0,6.0,8.0,204.0,False
Australia,GAS,10,Alpine,50.0,0 days 00:02:17.754000,0 days 00:00:49.575000,0 days 00:00:30.790000,0 days 00:00:57.389000,INTERMEDIATE,4.0,6.0,8.0,223.0,False
Australia,GAS,10,Alpine,51.0,0 days 00:02:11.745000,0 days 00:00:46.466000,0 days 00:00:28.377000,0 days 00:00:56.902000,INTERMEDIATE,5.0,6.0,8.0,138.0,False
Australia,GAS,10,Alpine,52.0,0 days 00:01:36.326000,0 days 00:00:35.475000,0 days 00:00:19.500000,0 days 00:00:41.351000,INTERMEDIATE,6.0,6.0,8.0,233.0,False
Australia,GAS,10,Alpine,53.0,0 days 00:01:32.297000,0 days 00:00:32.856000,0 days 00:00:19.045000,0 days 00:00:40.396000,INTERMEDIATE,7.0,6.0,8.0,258.0,False
Australia,GAS,10,Alpine,54.0,0 days 00:01:34.967000,0 days 00:00:35.345000,0 days 00:00:19.237000,0 days 00:00:40.385000,INTERMEDIATE,8.0,6.0,10.0,277.0,False
Australia,GAS,10,Alpine,55.0,0 days 00:01:32.316000,0 days 00:00:33.195000,0 days 00:00:19.199000,0 days 00:00:39.922000,INTERMEDIATE,9.0,6.0,11.0,269.0,False
Australia,GAS,10,Alpine,56.0,0 days 00:01:30.866000,0 days 00:00:31.867000,0 days 00:00:19.159000,0 days 00:00:39.840000,INTERMEDIATE,10.0,6.0,11.0,265.0,False
Australia,GAS,10,Alpine,57.0,0 days 00:01:31.312000,0 days 00:00:31.774000,0 days 00:00:19.075000,0 days 00:00:40.463000,INTERMEDIATE,11.0,6.0,11.0,269.0,False
Australia,ANT,12,Mercedes,1.0,0 days 00:02:22.352000,,0 days 00:00:22.829000,0 days 00:01:09.366000,INTERMEDIATE,1.0,1.0,13.0,186.0,False
Australia,ANT,12,Mercedes,2.0,,0 days 00:00:55.459000,0 days 00:00:32.481000,0 days 00:01:21.860000,INTERMEDIATE,2.0,1.0,13.0,145.0,False
Australia,ANT,12,Mercedes,3.0,,0 days 00:00:51.498000,0 days 00:00:33.080000,0 days 00:01:20.177000,INTERMEDIATE,3.0,2.0,13.0,177.0,False
Australia,ANT,12,Mercedes,4.0,,0 days 00:00:49.814000,0 days 00:00:32.851000,0 days 00:01:11.933000,INTERMEDIATE,4.0,3.0,13.0,196.0,False
Australia,ANT,12,Mercedes,5.0,0 days 00:02:19.163000,0 days 00:00:49.979000,0 days 00:00:30.052000,0 days 00:00:59.132000,INTERMEDIATE,5.0,4.0,13.0,187.0,False
Australia,ANT,12,Mercedes,6.0,0 days 00:02:21.111000,0 days 00:00:42.289000,0 days 00:00:35.787000,0 days 00:01:03.035000,INTERMEDIATE,6.0,4.0,13.0,201.0,True
Australia,ANT,12,Mercedes,7.0,0 days 00:02:03.412000,0 days 00:00:41.182000,0 days 00:00:30.645000,0 days 00:00:51.585000,INTERMEDIATE,7.0,4.0,13.0,204.0,True
Australia,ANT,12,Mercedes,8.0,0 days 00:01:38.729000,0 days 00:00:35.912000,0 days 00:00:20.482000,0 days 00:00:42.335000,INTERMEDIATE,8.0,4.0,13.0,240.0,True
Australia,ANT,12,Mercedes,9.0,0 days 00:01:36.312000,0 days 00:00:34.903000,0 days 00:00:19.945000,0 days 00:00:41.464000,INTERMEDIATE,9.0,4.0,13.0,258.0,True
Australia,ANT,12,Mercedes,10.0,0 days 00:01:35.270000,0 days 00:00:34.187000,0 days 00:00:19.577000,0 days 00:00:41.506000,INTERMEDIATE,10.0,4.0,13.0,271.0,True
Australia,ANT,12,Mercedes,11.0,0 days 00:01:34.678000,0 days 00:00:33.964000,0 days 00:00:19.627000,0 days 00:00:41.087000,INTERMEDIATE,11.0,4.0,13.0,264.0,True
Australia,ANT,12,Mercedes,12.0,0 days 00:01:35.385000,0 days 00:00:34.180000,0 days 00:00:19.476000,0 days 00:00:41.729000,INTERMEDIATE,12.0,4.0,13.0,270.0,False
Australia,ANT,12,Mercedes,13.0,0 days 00:01:33.697000,0 days 00:00:33.611000,0 days 00:00:19.396000,0 days 00:00:40.690000,INTERMEDIATE,13.0,4.0,13.0,261.0,True
Australia,ANT,12,Mercedes,14.0,0 days 00:01:33.802000,0 days 00:00:33.699000,0 days 00:00:19.470000,0 days 00:00:40.633000,INTERMEDIATE,14.0,4.0,12.0,268.0,False
Australia,ANT,12,Mercedes,15.0,0 days 00:01:32.212000,0 days 00:00:33.126000,0 days 00:00:19.420000,0 days 00:00:39.666000,INTERMEDIATE,15.0,4.0,12.0,290.0,True
Australia,ANT,12,Mercedes,16.0,0 days 00:01:37.326000,0 days 00:00:37.533000,0 days 00:00:19.464000,0 days 00:00:40.329000,INTERMEDIATE,16.0,4.0,13.0,294.0,False
Australia,ANT,12,Mercedes,17.0,0 days 00:01:32.312000,0 days 00:00:33.045000,0 days 00:00:19.059000,0 days 00:00:40.208000,INTERMEDIATE,17.0,4.0,12.0,277.0,False
Australia,ANT,12,Mercedes,18.0,0 days 00:01:32.181000,0 days 00:00:32.902000,0 days 00:00:19.203000,0 days 00:00:40.076000,INTERMEDIATE,18.0,4.0,12.0,291.0,True
Australia,ANT,12,Mercedes,19.0,0 days 00:01:31.942000,0 days 00:00:32.822000,0 days 00:00:19.108000,0 days 00:00:40.012000,INTERMEDIATE,19.0,4.0,12.0,283.0,True
Australia,ANT,12,Mercedes,20.0,0 days 00:01:31.319000,0 days 00:00:32.598000,0 days 00:00:19.093000,0 days 00:00:39.628000,INTERMEDIATE,20.0,4.0,12.0,289.0,True
Australia,ANT,12,Mercedes,21.0,0 days 00:01:31.042000,0 days 00:00:32.385000,0 days 00:00:18.992000,0 days 00:00:39.665000,INTERMEDIATE,21.0,4.0,12.0,284.0,True
Australia,ANT,12,Mercedes,22.0,0 days 00:01:31.887000,0 days 00:00:32.452000,0 days 00:00:18.953000,0 days 00:00:40.482000,INTERMEDIATE,22.0,4.0,11.0,290.0,False
Australia,ANT,12,Mercedes,23.0,0 days 00:01:31.324000,0 days 00:00:32.454000,0 days 00:00:19.041000,0 days 00:00:39.829000,INTERMEDIATE,23.0,4.0,11.0,287.0,False
Australia,ANT,12,Mercedes,24.0,0 days 00:01:30.822000,0 days 00:00:32.330000,0 days 00:00:18.978000,0 days 00:00:39.514000,INTERMEDIATE,24.0,4.0,11.0,293.0,True
Australia,ANT,12,Mercedes,25.0,0 days 00:01:30.706000,0 days 00:00:32.088000,0 days 00:00:19.045000,0 days 00:00:39.573000,INTERMEDIATE,25.0,4.0,11.0,299.0,True
Australia,ANT,12,Mercedes,26.0,0 days 00:01:31.299000,0 days 00:00:32.940000,0 days 00:00:18.942000,0 days 00:00:39.417000,INTERMEDIATE,26.0,4.0,11.0,292.0,False
Australia,ANT,12,Mercedes,27.0,0 days 00:01:30.463000,0 days 00:00:32.082000,0 days 00:00:18.871000,0 days 00:00:39.510000,INTERMEDIATE,27.0,4.0,11.0,293.0,True
