Driver,DriverNumber,RaceName,LapNumber,Sector1Time,Sector2Time,Sector3Time,LapTime,Position,Stint,Compound,TyreLife,SpeedST,IsPersonalBest,Team,Sector1Seconds,Sector2Seconds,Sector3Seconds,LapTimeSeconds
ANT,12,Mexico,58,0:28.351,0:31.538,0:20.937,1:20.826,7,3,SOFT,14,331,True,Mercedes,28.351,31.538,20.937,80.826
ANT,12,Mexico,59,0:28.491,0:31.701,0:20.912,1:21.104,7,3,SOFT,15,332,False,Mercedes,28.491,31.701,20.912,81.104
ANT,12,Mexico,60,0:28.541,0:31.810,0:21.121,1:21.472,7,3,SOFT,16,332,False,Mercedes,28.541,31.81,21.121,81.472
ANT,12,Mexico,61,0:28.601,0:31.662,0:21.130,1:21.393,7,3,SOFT,17,332,False,Mercedes,28.601,31.662,21.13,81.393
ANT,12,Mexico,62,0:28.469,0:31.540,0:20.891,1:20.900,6,3,SOFT,18,334,False,Mercedes,28.469,31.54,20.891,80.9
ANT,12,Mexico,63,0:28.865,0:31.719,0:21.160,1:21.744,6,3,SOFT,19,329,False,Mercedes,28.865,31.719,21.16,81.744
ANT,12,Mexico,64,0:28.945,0:31.663,0:21.103,1:21.711,6,3,SOFT,20,331,False,Mercedes,28.945,31.663,21.103,81.711
ANT,12,Mexico,65,0:28.703,0:31.577,0:21.035,1:21.315,6,3,SOFT,21,329,False,Mercedes,28.703,31.577,21.035,81.315
ANT,12,Mexico,66,0:28.633,0:31.546,0:21.081,1:21.260,6,3,SOFT,22,328,False,Mercedes,28.633,31.546,21.081,81.26
ANT,12,Mexico,67,0:28.490,0:31.553,0:21.004,1:21.047,6,3,SOFT,23,329,False,Mercedes,28.49,31.553,21.004,81.047
ANT,12,Mexico,68,0:28.543,0:31.475,0:21.006,1:21.024,6,3,SOFT,24,330,False,Mercedes,28.543,31.475,21.006,81.024
ANT,12,Mexico,69,0:28.681,0:31.561,0:22.802,1:23.044,6,3,SOFT,25,331,False,Mercedes,28.681,31.561,22.802,83.044
ANT,12,Mexico,70,0:33.009,0:39.881,0:28.843,1:41.733,6,3,SOFT,26,331,False,Mercedes,33.009,39.881,28.843,101.733
ANT,12,Mexico,71,0:34.832,0:31.651,0:21.176,1:27.659,6,3,SOFT,27,234,False,Mercedes,34.832,31.651,21.176,87.659
ALO,14,Mexico,1,,0:36.540,0:23.424,1:34.649,16,1,SOFT,1,316,False,Aston Martin,,36.54,23.424,94.649
ALO,14,Mexico,2,0:30.149,0:33.325,0:22.781,1:26.255,14,1,SOFT,2,334,True,Aston Martin,30.149,33.325,22.781,86.255
ALO,14,Mexico,3,0:29.512,0:32.094,0:21.505,1:23.111,14,1,SOFT,3,327,True,Aston Martin,29.512,32.094,21.505,83.111
ALO,14,Mexico,4,0:29.393,0:32.328,0:21.244,1:22.965,14,1,SOFT,4,329,True,Aston Martin,29.393,32.328,21.244,82.965
ALO,14,Mexico,5,0:29.140,0:32.292,0:21.452,1:22.884,14,1,SOFT,5,331,True,Aston Martin,29.14,32.292,21.452,82.884
ALO,14,Mexico,6,0:29.206,0:32.549,0:21.770,1:23.525,14,1,SOFT,6,332,False,Aston Martin,29.206,32.549,21.77,83.525
ALO,14,Mexico,7,0:29.385,0:32.673,0:21.674,1:23.732,14,1,SOFT,7,325,False,Aston Martin,29.385,32.673,21.674,83.732
ALO,14,Mexico,8,0:28.906,0:33.127,0:21.984,1:24.017,14,1,SOFT,8,349,False,Aston Martin,28.906,33.127,21.984,84.017
ALO,14,Mexico,9,0:29.290,0:33.342,0:21.959,1:24.591,14,1,SOFT,9,351,False,Aston Martin,29.29,33.342,21.959,84.591
ALO,14,Mexico,10,0:29.331,0:32.902,0:21.981,1:24.214,14,1,SOFT,10,331,False,Aston Martin,29.331,32.902,21.981,84.214
ALO,14,Mexico,11,0:29.110,0:33.223,0:21.743,1:24.076,14,1,SOFT,11,351,False,Aston Martin,29.11,33.223,21.743,84.076
ALO,14,Mexico,12,0:29.467,0:33.191,0:21.749,1:24.407,14,1,SOFT,12,345,False,Aston Martin,29.467,33.191,21.749,84.407
ALO,14,Mexico,13,0:29.158,0:33.023,0:21.907,1:24.088,14,1,SOFT,13,342,False,Aston Martin,29.158,33.023,21.907,84.088
ALO,14,Mexico,14,0:29.243,0:32.603,0:21.957,1:23.803,14,1,SOFT,14,341,False,Aston Martin,29.243,32.603,21.957,83.803
ALO,14,Mexico,15,0:29.190,0:33.136,0:21.980,1:24.306,14,1,SOFT,15,352,False,Aston Martin,29.19,33.136,21.98,84.306
ALO,14,Mexico,16,0:29.249,0:32.895,0:21.815,1:23.959,14,1,SOFT,16,340,False,Aston Martin,29.249,32.895,21.815,83.959
ALO,14,Mexico,17,0:29.406,0:33.270,0:21.965,1:24.641,13,1,SOFT,17,352,False,Aston Martin,29.406,33.27,21.965,84.641
ALO,14,Mexico,18,0:29.464,0:32.945,0:21.714,1:24.123,13,1,SOFT,18,328,False,Aston Martin,29.464,32.945,21.714,84.123
ALO,14,Mexico,19,0:29.412,0:33.032,0:21.738,1:24.182,13,1,SOFT,19,329,False,Aston Martin,29.412,33.032,21.738,84.182
ALO,14,Mexico,20,0:30.387,0:33.179,0:24.975,1:28.541,15,1,SOFT,20,328,False,Aston Martin,30.387,33.179,24.975,88.541
ALO,14,Mexico,21,0:52.329,0:32.087,0:20.962,1:45.378,19,2,MEDIUM,2,304,False,Aston Martin,52.329,32.087,20.962,105.378
ALO,14,Mexico,22,0:28.962,0:31.653,0:21.093,1:21.708,19,2,MEDIUM,3,326,True,Aston Martin,28.962,31.653,21.093,81.708
ALO,14,Mexico,23,0:29.100,0:31.880,0:21.086,1:22.066,19,2,MEDIUM,4,323,False,Aston Martin,29.1,31.88,21.086,82.066
ALO,14,Mexico,24,0:29.092,0:32.023,0:21.266,1:22.381,19,2,MEDIUM,5,327,False,Aston Martin,29.092,32.023,21.266,82.381
ALO,14,Mexico,25,0:29.157,0:32.259,0:21.622,1:23.038,19,2,MEDIUM,6,329,False,Aston Martin,29.157,32.259,21.622,83.038
ALO,14,Mexico,26,0:28.867,0:32.358,0:21.438,1:22.663,17,2,MEDIUM,7,351,False,Aston Martin,28.867,32.358,21.438,82.663
ALO,14,Mexico,27,0:29.463,0:32.681,0:21.666,1:23.810,16,2,MEDIUM,8,330,False,Aston Martin,29.463,32.681,21.666,83.81
ALO,14,Mexico,28,0:28.699,0:32.381,0:21.324,1:22.404,15,2,MEDIUM,9,349,False,Aston Martin,28.699,32.381,21.324,82.404
ALO,14,Mexico,29,0:29.199,0:31.966,0:21.419,1:22.584,15,2,MEDIUM,10,327,False,Aston Martin,29.199,31.966,21.419,82.584
ALO,14,Mexico,30,0:29.255,0:32.101,0:21.430,1:22.786,15,2,MEDIUM,11,327,False,Aston Martin,29.255,32.101,21.43,82.786
ALO,14,Mexico,31,0:29.199,0:32.108,0:21.269,1:22.576,15,2,MEDIUM,12,327,False,Aston Martin,29.199,32.108,21.269,82.576
ALO,14,Mexico,32,0:29.133,0:32.024,0:21.504,1:22.661,15,2,MEDIUM,13,328,False,Aston Martin,29.133,32.024,21.504,82.661
ALO,14,Mexico,33,0:29.243,0:32.140,0:21.498,1:22.881,15,2,MEDIUM,14,328,False,Aston Martin,29.243,32.14,21.498,82.881
ALO,14,Mexico,34,0:29.694,0:34.511,0:29.493,1:33.698,16,2,MEDIUM,15,327,False,Aston Martin,29.694,34.511,29.493,93.698
LEC,16,Mexico,1,,0:33.579,0:21.305,1:26.403,2,1,SOFT,1,309,False,Ferrari,,33.579,21.305,86.403
LEC,16,Mexico,2,0:29.322,0:32.540,0:21.279,1:23.141,2,1,SOFT,2,318,True,Ferrari,29.322,32.54,21.279,83.141
LEC,16,Mexico,3,0:29.279,0:32.291,0:21.255,1:22.825,2,1,SOFT,3,321,True,Ferrari,29.279,32.291,21.255,82.825
LEC,16,Mexico,4,0:29.240,0:32.044,0:21.192,1:22.476,2,1,SOFT,4,322,True,Ferrari,29.24,32.044,21.192,82.476
LEC,16,Mexico,5,0:28.896,0:32.281,0:21.445,1:22.622,2,1,SOFT,5,326,False,Ferrari,28.896,32.281,21.445,82.622
LEC,16,Mexico,6,0:28.984,0:32.268,0:21.344,1:22.596,2,1,SOFT,6,326,False,Ferrari,28.984,32.268,21.344,82.596
LEC,16,Mexico,7,0:29.124,0:32.203,0:21.293,1:22.620,2,1,SOFT,7,319,False,Ferrari,29.124,32.203,21.293,82.62
LEC,16,Mexico,8,0:28.996,0:32.331,0:21.408,1:22.735,2,1,SOFT,8,317,False,Ferrari,28.996,32.331,21.408,82.735
LEC,16,Mexico,9,0:28.982,0:32.187,0:21.306,1:22.475,2,1,SOFT,9,324,True,Ferrari,28.982,32.187,21.306,82.475
LEC,16,Mexico,10,0:28.913,0:32.276,0:21.440,1:22.629,2,1,SOFT,10,320,False,Ferrari,28.913,32.276,21.44,82.629
LEC,16,Mexico,11,0:29.025,0:32.315,0:21.549,1:22.889,2,1,SOFT,11,320,False,Ferrari,29.025,32.315,21.549,82.889
LEC,16,Mexico,12,0:28.884,0:32.370,0:21.272,1:22.526,2,1,SOFT,12,324,False,Ferrari,28.884,32.37,21.272,82.526
LEC,16,Mexico,13,0:28.947,0:32.377,0:21.629,1:22.953,2,1,SOFT,13,322,False,Ferrari,28.947,32.377,21.629,82.953
LEC,16,Mexico,14,0:29.019,0:32.321,0:21.483,1:22.823,2,1,SOFT,14,322,False,Ferrari,29.019,32.321,21.483,82.823
LEC,16,Mexico,15,0:28.986,0:32.274,0:21.560,1:22.820,2,1,SOFT,15,323,False,Ferrari,28.986,32.274,21.56,82.82
LEC,16,Mexico,16,0:29.111,0:32.237,0:21.652,1:23.000,2,1,SOFT,16,319,False,Ferrari,29.111,32.237,21.652,83.0
LEC,16,Mexico,17,0:29.213,0:32.316,0:21.558,1:23.087,2,1,SOFT,17,320,False,Ferrari,29.213,32.316,21.558,83.087
LEC,16,Mexico,18,0:29.163,0:32.476,0:21.662,1:23.301,2,1,SOFT,18,322,False,Ferrari,29.163,32.476,21.662,83.301
LEC,16,Mexico,19,0:28.980,0:32.351,0:21.487,1:22.818,2,1,SOFT,19,323,False,Ferrari,28.98,32.351,21.487,82.818
LEC,16,Mexico,20,0:28.893,0:32.412,0:21.532,1:22.837,2,1,SOFT,20,322,False,Ferrari,28.893,32.412,21.532,82.837
LEC,16,Mexico,21,0:29.073,0:32.229,0:21.420,1:22.722,2,1,SOFT,21,323,False,Ferrari,29.073,32.229,21.42,82.722
LEC,16,Mexico,22,0:29.118,0:32.390,0:21.551,1:23.059,2,1,SOFT,22,320,False,Ferrari,29.118,32.39,21.551,83.059
LEC,16,Mexico,23,0:29.037,0:32.504,0:21.663,1:23.204,2,1,SOFT,23,322,False,Ferrari,29.037,32.504,21.663,83.204
LEC,16,Mexico,24,0:29.042,0:32.758,0:21.701,1:23.501,2,1,SOFT,24,321,False,Ferrari,29.042,32.758,21.701,83.501
LEC,16,Mexico,25,0:29.105,0:32.629,0:21.712,1:23.446,2,1,SOFT,25,321,False,Ferrari,29.105,32.629,21.712,83.446
LEC,16,Mexico,26,0:29.172,0:32.702,0:21.809,1:23.683,2,1,SOFT,26,323,False,Ferrari,29.172,32.702,21.809,83.683
LEC,16,Mexico,27,0:29.108,0:32.786,0:21.650,1:23.544,2,1,SOFT,27,322,False,Ferrari,29.108,32.786,21.65,83.544
LEC,16,Mexico,28,0:29.153,0:32.679,0:21.776,1:23.608,2,1,SOFT,28,321,False,Ferrari,29.153,32.679,21.776,83.608
LEC,16,Mexico,29,0:29.025,0:32.811,0:21.751,1:23.587,2,1,SOFT,29,323,False,Ferrari,29.025,32.811,21.751,83.587
LEC,16,Mexico,30,0:29.040,0:33.201,0:21.956,1:24.197,2,1,SOFT,30,323,False,Ferrari,29.04,33.201,21.956,84.197
LEC,16,Mexico,31,0:29.294,0:32.922,0:25.137,1:27.353,2,1,SOFT,31,323,False,Ferrari,29.294,32.922,25.137,87.353
LEC,16,Mexico,32,0:47.597,0:32.401,0:21.494,1:41.492,3,2,MEDIUM,1,308,False,Ferrari,47.597,32.401,21.494,101.492
LEC,16,Mexico,33,0:28.929,0:32.364,0:21.506,1:22.799,3,2,MEDIUM,2,316,False,Ferrari,28.929,32.364,21.506,82.799
LEC,16,Mexico,34,0:28.881,0:32.234,0:21.482,1:22.597,3,2,MEDIUM,3,324,False,Ferrari,28.881,32.234,21.482,82.597
LEC,16,Mexico,35,0:28.975,0:32.142,0:21.313,1:22.430,3,2,MEDIUM,4,320,True,Ferrari,28.975,32.142,21.313,82.43
LEC,16,Mexico,36,0:28.775,0:32.028,0:21.192,1:21.995,3,2,MEDIUM,5,320,True,Ferrari,28.775,32.028,21.192,81.995
LEC,16,Mexico,37,0:28.705,0:32.151,0:21.237,1:22.093,3,2,MEDIUM,6,323,False,Ferrari,28.705,32.151,21.237,82.093
LEC,16,Mexico,38,0:28.708,0:32.009,0:21.235,1:21.952,2,2,MEDIUM,7,323,True,Ferrari,28.708,32.009,21.235,81.952
LEC,16,Mexico,39,0:28.808,0:31.978,0:21.254,1:22.040,2,2,MEDIUM,8,319,False,Ferrari,28.808,31.978,21.254,82.04
LEC,16,Mexico,40,0:28.791,0:32.052,0:21.392,1:22.235,2,2,MEDIUM,9,323,False,Ferrari,28.791,32.052,21.392,82.235
LEC,16,Mexico,41,0:28.773,0:31.957,0:21.385,1:22.115,2,2,MEDIUM,10,320,False,Ferrari,28.773,31.957,21.385,82.115
LEC,16,Mexico,42,0:28.680,0:31.822,0:21.311,1:21.813,2,2,MEDIUM,11,324,True,Ferrari,28.68,31.822,21.311,81.813
LEC,16,Mexico,43,0:28.739,0:31.916,0:21.202,1:21.857,2,2,MEDIUM,12,321,False,Ferrari,28.739,31.916,21.202,81.857
LEC,16,Mexico,44,0:28.570,0:31.857,0:21.257,1:21.684,2,2,MEDIUM,13,320,True,Ferrari,28.57,31.857,21.257,81.684
LEC,16,Mexico,45,0:28.572,0:31.790,0:21.226,1:21.588,2,2,MEDIUM,14,324,True,Ferrari,28.572,31.79,21.226,81.588
LEC,16,Mexico,46,0:28.498,0:31.719,0:21.466,1:21.683,2,2,MEDIUM,15,323,False,Ferrari,28.498,31.719,21.466,81.683
LEC,16,Mexico,47,0:28.637,0:32.007,0:21.174,1:21.818,2,2,MEDIUM,16,323,False,Ferrari,28.637,32.007,21.174,81.818
LEC,16,Mexico,48,0:28.668,0:32.014,0:21.293,1:21.975,2,2,MEDIUM,17,325,False,Ferrari,28.668,32.014,21.293,81.975
LEC,16,Mexico,49,0:28.698,0:31.847,0:21.228,1:21.773,2,2,MEDIUM,18,323,False,Ferrari,28.698,31.847,21.228,81.773
LEC,16,Mexico,50,0:28.615,0:32.101,0:21.295,1:22.011,2,2,MEDIUM,19,325,False,Ferrari,28.615,32.101,21.295,82.011
LEC,16,Mexico,51,0:28.718,0:31.920,0:21.349,1:21.987,2,2,MEDIUM,20,324,False,Ferrari,28.718,31.92,21.349,81.987
LEC,16,Mexico,52,0:28.675,0:31.950,0:21.289,1:21.914,2,2,MEDIUM,21,326,False,Ferrari,28.675,31.95,21.289,81.914
LEC,16,Mexico,53,0:28.705,0:32.048,0:21.203,1:21.956,2,2,MEDIUM,22,324,False,Ferrari,28.705,32.048,21.203,81.956
LEC,16,Mexico,54,0:28.662,0:31.862,0:21.343,1:21.867,2,2,MEDIUM,23,325,False,Ferrari,28.662,31.862,21.343,81.867
LEC,16,Mexico,55,0:28.701,0:32.165,0:21.177,1:22.043,2,2,MEDIUM,24,325,False,Ferrari,28.701,32.165,21.177,82.043
LEC,16,Mexico,56,0:28.697,0:31.827,0:21.364,1:21.888,2,2,MEDIUM,25,326,False,Ferrari,28.697,31.827,21.364,81.888
LEC,16,Mexico,57,0:28.784,0:32.109,0:21.357,1:22.250,2,2,MEDIUM,26,326,False,Ferrari,28.784,32.109,21.357,82.25
LEC,16,Mexico,58,0:28.576,0:31.981,0:21.346,1:21.903,2,2,MEDIUM,27,327,False,Ferrari,28.576,31.981,21.346,81.903
LEC,16,Mexico,59,0:28.677,0:32.125,0:21.236,1:22.038,2,2,MEDIUM,28,328,False,Ferrari,28.677,32.125,21.236,82.038
LEC,16,Mexico,60,0:28.580,0:31.787,0:21.246,1:21.613,2,2,MEDIUM,29,328,False,Ferrari,28.58,31.787,21.246,81.613
LEC,16,Mexico,61,0:28.570,0:31.839,0:21.713,1:22.122,2,2,MEDIUM,30,328,False,Ferrari,28.57,31.839,21.713,82.122
LEC,16,Mexico,62,0:28.714,0:31.799,0:21.175,1:21.688,2,2,MEDIUM,31,321,False,Ferrari,28.714,31.799,21.175,81.688
LEC,16,Mexico,63,0:28.680,0:31.949,0:21.466,1:22.095,2,2,MEDIUM,32,325,False,Ferrari,28.68,31.949,21.466,82.095
LEC,16,Mexico,64,0:28.613,0:32.024,0:21.214,1:21.851,2,2,MEDIUM,33,326,False,Ferrari,28.613,32.024,21.214,81.851
LEC,16,Mexico,65,0:28.750,0:31.921,0:21.253,1:21.924,2,2,MEDIUM,34,324,False,Ferrari,28.75,31.921,21.253,81.924
LEC,16,Mexico,66,0:28.758,0:31.800,0:21.234,1:21.792,2,2,MEDIUM,35,326,False,Ferrari,28.758,31.8,21.234,81.792
LEC,16,Mexico,67,0:28.769,0:32.079,0:21.389,1:22.237,2,2,MEDIUM,36,324,False,Ferrari,28.769,32.079,21.389,82.237
LEC,16,Mexico,68,0:28.653,0:32.000,0:21.275,1:21.928,2,2,MEDIUM,37,327,False,Ferrari,28.653,32.0,21.275,81.928
LEC,16,Mexico,69,0:28.652,0:31.864,0:21.902,1:22.418,2,2,MEDIUM,38,323,False,Ferrari,28.652,31.864,21.902,82.418
LEC,16,Mexico,70,0:29.155,0:40.607,0:27.480,1:37.242,2,2,MEDIUM,39,329,False,Ferrari,29.155,40.607,27.48,97.242
LEC,16,Mexico,71,0:39.185,0:33.817,0:21.710,1:34.712,2,2,MEDIUM,40,225,False,Ferrari,39.185,33.817,21.71,94.712
STR,18,Mexico,1,,0:40.530,0:22.199,1:38.448,19,1,SOFT,1,312,False,Aston Martin,,40.53,22.199,98.448
STR,18,Mexico,2,0:29.639,0:33.159,0:22.170,1:24.968,18,1,SOFT,2,326,True,Aston Martin,29.639,33.159,22.17,84.968
STR,18,Mexico,3,0:29.785,0:33.453,0:21.536,1:24.774,17,1,SOFT,3,329,True,Aston Martin,29.785,33.453,21.536,84.774
STR,18,Mexico,4,0:29.427,0:32.532,0:21.557,1:23.516,17,1,SOFT,4,329,True,Aston Martin,29.427,32.532,21.557,83.516
STR,18,Mexico,5,0:29.311,0:33.372,0:21.798,1:24.481,17,1,SOFT,5,332,False,Aston Martin,29.311,33.372,21.798,84.481
STR,18,Mexico,6,0:28.935,0:32.599,0:21.364,1:22.898,16,1,SOFT,6,352,True,Aston Martin,28.935,32.599,21.364,82.898
STR,18,Mexico,7,0:29.026,0:32.793,0:21.566,1:23.385,16,1,SOFT,7,349,False,Aston Martin,29.026,32.793,21.566,83.385
STR,18,Mexico,8,0:28.896,0:33.034,0:21.750,1:23.680,15,1,SOFT,8,352,False,Aston Martin,28.896,33.034,21.75,83.68
STR,18,Mexico,9,0:29.495,0:32.731,0:21.716,1:23.942,15,1,SOFT,9,327,False,Aston Martin,29.495,32.731,21.716,83.942
STR,18,Mexico,10,0:29.439,0:32.683,0:21.488,1:23.610,15,1,SOFT,10,328,False,Aston Martin,29.439,32.683,21.488,83.61
STR,18,Mexico,11,0:29.484,0:32.871,0:21.623,1:23.978,15,1,SOFT,11,329,False,Aston Martin,29.484,32.871,21.623,83.978
STR,18,Mexico,12,0:29.437,0:32.730,0:21.660,1:23.827,15,1,SOFT,12,328,False,Aston Martin,29.437,32.73,21.66,83.827
STR,18,Mexico,13,0:29.404,0:32.831,0:21.637,1:23.872,15,1,SOFT,13,329,False,Aston Martin,29.404,32.831,21.637,83.872
STR,18,Mexico,14,0:29.391,0:32.731,0:21.743,1:23.865,15,1,SOFT,14,329,False,Aston Martin,29.391,32.731,21.743,83.865
STR,18,Mexico,15,0:29.301,0:32.369,0:21.671,1:23.341,15,1,SOFT,15,330,False,Aston Martin,29.301,32.369,21.671,83.341
STR,18,Mexico,16,0:29.400,0:32.823,0:21.585,1:23.808,15,1,SOFT,16,330,False,Aston Martin,29.4,32.823,21.585,83.808
STR,18,Mexico,17,0:29.389,0:32.816,0:21.726,1:23.931,14,1,SOFT,17,330,False,Aston Martin,29.389,32.816,21.726,83.931
STR,18,Mexico,18,0:29.403,0:32.801,0:21.589,1:23.793,14,1,SOFT,18,330,False,Aston Martin,29.403,32.801,21.589,83.793
STR,18,Mexico,19,0:29.039,0:33.119,0:21.830,1:23.988,14,1,SOFT,19,347,False,Aston Martin,29.039,33.119,21.83,83.988
STR,18,Mexico,20,0:29.252,0:32.836,0:21.685,1:23.773,13,1,SOFT,20,353,False,Aston Martin,29.252,32.836,21.685,83.773
STR,18,Mexico,21,0:29.517,0:32.584,0:21.584,1:23.685,13,1,SOFT,21,326,False,Aston Martin,29.517,32.584,21.584,83.685
STR,18,Mexico,22,0:29.387,0:32.454,0:21.785,1:23.626,13,1,SOFT,22,326,False,Aston Martin,29.387,32.454,21.785,83.626
STR,18,Mexico,23,0:29.430,0:32.707,0:21.566,1:23.703,12,1,SOFT,23,326,False,Aston Martin,29.43,32.707,21.566,83.703
STR,18,Mexico,24,0:29.340,0:32.765,0:21.667,1:23.772,11,1,SOFT,24,327,False,Aston Martin,29.34,32.765,21.667,83.772
STR,18,Mexico,25,0:29.731,0:32.978,0:22.148,1:24.857,11,1,SOFT,25,330,False,Aston Martin,29.731,32.978,22.148,84.857
STR,18,Mexico,26,0:29.478,0:32.875,0:24.758,1:27.111,12,1,SOFT,26,331,False,Aston Martin,29.478,32.875,24.758,87.111
STR,18,Mexico,27,0:47.902,0:32.061,0:21.582,1:41.545,18,2,MEDIUM,2,307,False,Aston Martin,47.902,32.061,21.582,101.545
STR,18,Mexico,28,0:28.563,0:32.418,0:21.239,1:22.220,17,2,MEDIUM,3,348,True,Aston Martin,28.563,32.418,21.239,82.22
STR,18,Mexico,29,0:28.553,0:32.056,0:21.471,1:22.080,16,2,MEDIUM,4,353,True,Aston Martin,28.553,32.056,21.471,82.08
STR,18,Mexico,30,0:29.164,0:32.133,0:21.284,1:22.581,16,2,MEDIUM,5,323,False,Aston Martin,29.164,32.133,21.284,82.581
STR,18,Mexico,31,0:29.091,0:31.930,0:21.326,1:22.347,16,2,MEDIUM,6,328,False,Aston Martin,29.091,31.93,21.326,82.347
STR,18,Mexico,32,0:28.998,0:31.820,0:21.297,1:22.115,16,2,MEDIUM,7,329,False,Aston Martin,28.998,31.82,21.297,82.115
STR,18,Mexico,33,0:28.991,0:32.058,0:21.280,1:22.329,16,2,MEDIUM,8,330,False,Aston Martin,28.991,32.058,21.28,82.329
STR,18,Mexico,34,0:28.837,0:32.015,0:21.227,1:22.079,15,2,MEDIUM,9,350,True,Aston Martin,28.837,32.015,21.227,82.079
STR,18,Mexico,35,0:29.326,0:32.347,0:21.542,1:23.215,14,2,MEDIUM,10,326,False,Aston Martin,29.326,32.347,21.542,83.215
STR,18,Mexico,36,0:29.165,0:32.567,0:21.337,1:23.069,14,2,MEDIUM,11,329,False,Aston Martin,29.165,32.567,21.337,83.069
STR,18,Mexico,37,0:28.745,0:32.898,0:21.511,1:23.154,13,2,MEDIUM,12,349,False,Aston Martin,28.745,32.898,21.511,83.154
STR,18,Mexico,38,0:28.648,0:32.498,0:21.219,1:22.365,11,2,MEDIUM,13,354,False,Aston Martin,28.648,32.498,21.219,82.365
STR,18,Mexico,39,0:29.043,0:32.188,0:21.227,1:22.458,11,2,MEDIUM,14,328,False,Aston Martin,29.043,32.188,21.227,82.458
STR,18,Mexico,40,0:29.185,0:32.133,0:21.288,1:22.606,11,2,MEDIUM,15,328,False,Aston Martin,29.185,32.133,21.288,82.606
STR,18,Mexico,41,0:29.240,0:32.195,0:21.316,1:22.751,11,2,MEDIUM,16,328,False,Aston Martin,29.24,32.195,21.316,82.751
STR,18,Mexico,42,0:29.164,0:32.235,0:21.440,1:22.839,11,2,MEDIUM,17,329,False,Aston Martin,29.164,32.235,21.44,82.839
STR,18,Mexico,43,0:29.040,0:32.130,0:24.274,1:25.444,11,2,MEDIUM,18,327,False,Aston Martin,29.04,32.13,24.274,85.444
STR,18,Mexico,44,0:49.789,0:31.981,0:20.692,1:42.462,15,3,SOFT,2,304,False,Aston Martin,49.789,31.981,20.692,102.462
STR,18,Mexico,45,0:28.175,0:31.506,0:20.912,1:20.593,15,3,SOFT,3,347,True,Aston Martin,28.175,31.506,20.912,80.593
STR,18,Mexico,46,0:28.232,0:32.103,0:21.210,1:21.545,15,3,SOFT,4,348,False,Aston Martin,28.232,32.103,21.21,81.545
STR,18,Mexico,47,0:29.326,0:32.289,0:21.033,1:22.648,15,3,SOFT,5,328,False,Aston Martin,29.326,32.289,21.033,82.648
STR,18,Mexico,48,0:28.870,0:31.812,0:21.023,1:21.705,15,3,SOFT,6,332,False,Aston Martin,28.87,31.812,21.023,81.705
STR,18,Mexico,49,0:29.025,0:31.994,0:21.058,1:22.077,15,3,SOFT,7,330,False,Aston Martin,29.025,31.994,21.058,82.077
STR,18,Mexico,50,0:30.753,0:32.166,0:21.231,1:24.150,15,3,SOFT,8,240,False,Aston Martin,30.753,32.166,21.231,84.15
STR,18,Mexico,51,0:29.000,0:32.011,0:21.203,1:22.214,15,3,SOFT,9,330,False,Aston Martin,29.0,32.011,21.203,82.214
STR,18,Mexico,52,0:28.936,0:32.010,0:21.222,1:22.168,15,3,SOFT,10,328,False,Aston Martin,28.936,32.01,21.222,82.168
STR,18,Mexico,53,0:28.841,0:31.726,0:21.222,1:21.789,15,3,SOFT,11,328,False,Aston Martin,28.841,31.726,21.222,81.789
STR,18,Mexico,54,0:28.919,0:31.602,0:21.107,1:21.628,15,3,SOFT,12,329,False,Aston Martin,28.919,31.602,21.107,81.628
STR,18,Mexico,55,0:29.101,0:31.747,0:21.189,1:22.037,15,3,SOFT,13,327,False,Aston Martin,29.101,31.747,21.189,82.037
STR,18,Mexico,56,0:29.019,0:31.913,0:21.119,1:22.051,15,3,SOFT,14,328,False,Aston Martin,29.019,31.913,21.119,82.051
STR,18,Mexico,57,0:29.038,0:32.035,0:21.016,1:22.089,14,3,SOFT,15,328,False,Aston Martin,29.038,32.035,21.016,82.089
STR,18,Mexico,58,0:28.946,0:31.583,0:21.144,1:21.673,14,3,SOFT,16,327,False,Aston Martin,28.946,31.583,21.144,81.673
STR,18,Mexico,59,0:28.850,0:31.776,0:21.023,1:21.649,14,3,SOFT,17,327,False,Aston Martin,28.85,31.776,21.023,81.649
STR,18,Mexico,60,0:28.924,0:31.778,0:21.395,1:22.097,14,3,SOFT,18,328,False,Aston Martin,28.924,31.778,21.395,82.097
STR,18,Mexico,61,0:29.012,0:31.953,0:21.177,1:22.142,14,3,SOFT,19,327,False,Aston Martin,29.012,31.953,21.177,82.142
STR,18,Mexico,62,0:29.035,0:31.983,0:21.066,1:22.084,14,3,SOFT,20,326,False,Aston Martin,29.035,31.983,21.066,82.084
STR,18,Mexico,63,0:28.933,0:31.846,0:21.816,1:22.595,14,3,SOFT,21,327,False,Aston Martin,28.933,31.846,21.816,82.595
STR,18,Mexico,64,0:29.224,0:31.966,0:21.118,1:22.308,14,3,SOFT,22,326,False,Aston Martin,29.224,31.966,21.118,82.308
STR,18,Mexico,65,0:29.080,0:31.813,0:20.983,1:21.876,14,3,SOFT,23,329,False,Aston Martin,29.08,31.813,20.983,81.876
STR,18,Mexico,66,0:29.037,0:31.887,0:21.055,1:21.979,14,3,SOFT,24,329,False,Aston Martin,29.037,31.887,21.055,81.979
