Driver,DriverNumber,RaceName,LapNumber,Sector1Time,Sector2Time,Sector3Time,LapTime,Position,Stint,Compound,TyreLife,SpeedST,IsPersonalBest,Team,Sector1Seconds,Sector2Seconds,Sector3Seconds,LapTimeSeconds
BOR,5,Azerbaijan,44,0:37.166,0:42.620,0:25.452,1:45.238,11,2,MEDIUM,21,319,False,Kick Sauber,37.166,42.62,25.452,105.238
BOR,5,Azerbaijan,45,0:37.055,0:42.515,0:25.360,1:44.930,11,2,MEDIUM,22,319,True,Kick Sauber,37.055,42.515,25.36,104.93
BOR,5,Azerbaijan,46,0:37.205,0:42.474,0:25.444,1:45.123,11,2,MEDIUM,23,318,False,Kick Sauber,37.205,42.474,25.444,105.123
BOR,5,Azerbaijan,47,0:37.376,0:42.275,0:25.545,1:45.196,11,2,MEDIUM,24,318,False,Kick Sauber,37.376,42.275,25.545,105.196
BOR,5,Azerbaijan,48,0:39.479,0:43.037,0:25.329,1:47.845,12,2,MEDIUM,25,322,False,Kick Sauber,39.479,43.037,25.329,107.845
BOR,5,Azerbaijan,49,0:37.636,0:42.810,0:25.406,1:45.852,12,2,MEDIUM,26,319,False,Kick Sauber,37.636,42.81,25.406,105.852
BOR,5,Azerbaijan,50,0:37.341,0:42.742,0:25.426,1:45.509,12,2,MEDIUM,27,321,False,Kick Sauber,37.341,42.742,25.426,105.509
BOR,5,Azerbaijan,51,0:37.401,0:42.604,0:25.375,1:45.380,12,2,MEDIUM,28,321,False,Kick Sauber,37.401,42.604,25.375,105.38
HAD,6,Azerbaijan,1,,0:54.102,0:40.469,2:19.951,7,1,MEDIUM,5,197,False,Racing Bulls,,54.102,40.469,139.951
HAD,6,Azerbaijan,2,0:59.176,1:03.399,0:38.398,,7,1,MEDIUM,6,229,False,Racing Bulls,59.176,63.399,38.398,
HAD,6,Azerbaijan,3,0:59.468,1:01.500,0:38.206,,7,1,MEDIUM,7,224,False,Racing Bulls,59.468,61.5,38.206,
HAD,6,Azerbaijan,4,0:55.451,1:06.050,1:03.888,,6,1,MEDIUM,8,69,False,Racing Bulls,55.451,66.05,63.888,
HAD,6,Azerbaijan,5,0:41.641,0:44.486,0:26.633,1:52.760,8,1,MEDIUM,9,323,True,Racing Bulls,41.641,44.486,26.633,112.76
HAD,6,Azerbaijan,6,0:39.536,0:43.822,0:25.483,1:48.841,9,1,MEDIUM,10,320,True,Racing Bulls,39.536,43.822,25.483,108.841
HAD,6,Azerbaijan,7,0:38.166,0:43.793,0:25.459,1:47.418,9,1,MEDIUM,11,320,True,Racing Bulls,38.166,43.793,25.459,107.418
HAD,6,Azerbaijan,8,0:39.229,0:43.611,0:25.495,1:48.335,10,1,MEDIUM,12,321,False,Racing Bulls,39.229,43.611,25.495,108.335
HAD,6,Azerbaijan,9,0:38.368,0:43.541,0:25.575,1:47.484,10,1,MEDIUM,13,319,False,Racing Bulls,38.368,43.541,25.575,107.484
HAD,6,Azerbaijan,10,0:37.913,0:43.335,0:25.700,1:46.948,10,1,MEDIUM,14,320,True,Racing Bulls,37.913,43.335,25.7,106.948
HAD,6,Azerbaijan,11,0:37.773,0:43.438,0:25.612,1:46.823,10,1,MEDIUM,15,320,True,Racing Bulls,37.773,43.438,25.612,106.823
HAD,6,Azerbaijan,12,0:38.367,0:43.246,0:25.599,1:47.212,10,1,MEDIUM,16,319,False,Racing Bulls,38.367,43.246,25.599,107.212
HAD,6,Azerbaijan,13,0:38.124,0:43.334,0:25.611,1:47.069,10,1,MEDIUM,17,318,False,Racing Bulls,38.124,43.334,25.611,107.069
HAD,6,Azerbaijan,14,0:38.182,0:43.309,0:25.682,1:47.173,10,1,MEDIUM,18,319,False,Racing Bulls,38.182,43.309,25.682,107.173
HAD,6,Azerbaijan,15,0:37.793,0:43.413,0:25.675,1:46.881,10,1,MEDIUM,19,319,False,Racing Bulls,37.793,43.413,25.675,106.881
HAD,6,Azerbaijan,16,0:37.905,0:43.358,0:25.595,1:46.858,10,1,MEDIUM,20,318,False,Racing Bulls,37.905,43.358,25.595,106.858
HAD,6,Azerbaijan,17,0:37.926,0:43.214,0:25.655,1:46.795,10,1,MEDIUM,21,319,True,Racing Bulls,37.926,43.214,25.655,106.795
HAD,6,Azerbaijan,18,0:37.955,0:43.139,0:25.654,1:46.748,10,1,MEDIUM,22,317,True,Racing Bulls,37.955,43.139,25.654,106.748
HAD,6,Azerbaijan,19,0:37.982,0:42.912,0:25.949,1:46.843,9,1,MEDIUM,23,318,False,Racing Bulls,37.982,42.912,25.949,106.843
HAD,6,Azerbaijan,20,0:37.754,0:42.805,0:25.753,1:46.312,8,1,MEDIUM,24,318,True,Racing Bulls,37.754,42.805,25.753,106.312
HAD,6,Azerbaijan,21,0:37.819,0:43.040,0:25.821,1:46.680,7,1,MEDIUM,25,317,False,Racing Bulls,37.819,43.04,25.821,106.68
HAD,6,Azerbaijan,22,0:37.936,0:42.851,0:25.769,1:46.556,7,1,MEDIUM,26,316,False,Racing Bulls,37.936,42.851,25.769,106.556
HAD,6,Azerbaijan,23,0:37.749,0:42.778,0:26.073,1:46.600,7,1,MEDIUM,27,317,False,Racing Bulls,37.749,42.778,26.073,106.6
HAD,6,Azerbaijan,24,0:37.733,0:42.854,0:25.833,1:46.420,7,1,MEDIUM,28,318,False,Racing Bulls,37.733,42.854,25.833,106.42
HAD,6,Azerbaijan,25,0:37.612,0:43.005,0:25.844,1:46.461,7,1,MEDIUM,29,316,False,Racing Bulls,37.612,43.005,25.844,106.461
HAD,6,Azerbaijan,26,0:37.628,0:42.904,0:25.828,1:46.360,7,1,MEDIUM,30,314,False,Racing Bulls,37.628,42.904,25.828,106.36
HAD,6,Azerbaijan,27,0:37.427,0:42.910,0:25.680,1:46.017,7,1,MEDIUM,31,315,True,Racing Bulls,37.427,42.91,25.68,106.017
HAD,6,Azerbaijan,28,0:37.778,0:43.223,0:25.638,1:46.639,7,1,MEDIUM,32,319,False,Racing Bulls,37.778,43.223,25.638,106.639
HAD,6,Azerbaijan,29,0:37.487,0:42.983,0:28.830,1:49.300,8,1,MEDIUM,33,318,False,Racing Bulls,37.487,42.983,28.83,109.3
HAD,6,Azerbaijan,30,0:54.255,0:42.940,0:25.871,2:03.066,10,2,HARD,2,315,False,Racing Bulls,54.255,42.94,25.871,123.066
HAD,6,Azerbaijan,31,0:37.141,0:42.343,0:25.706,1:45.190,10,2,HARD,3,315,True,Racing Bulls,37.141,42.343,25.706,105.19
HAD,6,Azerbaijan,32,0:37.110,0:42.143,0:25.582,1:44.835,10,2,HARD,4,316,True,Racing Bulls,37.11,42.143,25.582,104.835
HAD,6,Azerbaijan,33,0:37.045,0:42.239,0:25.656,1:44.940,10,2,HARD,5,317,False,Racing Bulls,37.045,42.239,25.656,104.94
HAD,6,Azerbaijan,34,0:37.017,0:42.278,0:25.626,1:44.921,10,2,HARD,6,315,False,Racing Bulls,37.017,42.278,25.626,104.921
HAD,6,Azerbaijan,35,0:36.992,0:42.110,0:25.645,1:44.747,10,2,HARD,7,316,True,Racing Bulls,36.992,42.11,25.645,104.747
HAD,6,Azerbaijan,36,0:37.038,0:42.210,0:25.597,1:44.845,10,2,HARD,8,316,False,Racing Bulls,37.038,42.21,25.597,104.845
HAD,6,Azerbaijan,37,0:36.976,0:42.194,0:25.541,1:44.711,10,2,HARD,9,318,True,Racing Bulls,36.976,42.194,25.541,104.711
HAD,6,Azerbaijan,38,0:36.952,0:42.148,0:25.536,1:44.636,10,2,HARD,10,318,True,Racing Bulls,36.952,42.148,25.536,104.636
HAD,6,Azerbaijan,39,0:36.967,0:42.203,0:25.495,1:44.665,10,2,HARD,11,317,False,Racing Bulls,36.967,42.203,25.495,104.665
HAD,6,Azerbaijan,40,0:36.918,0:42.079,0:25.486,1:44.483,10,2,HARD,12,320,True,Racing Bulls,36.918,42.079,25.486,104.483
HAD,6,Azerbaijan,41,0:36.960,0:42.197,0:25.486,1:44.643,10,2,HARD,13,317,False,Racing Bulls,36.96,42.197,25.486,104.643
HAD,6,Azerbaijan,42,0:37.030,0:42.120,0:25.455,1:44.605,10,2,HARD,14,318,False,Racing Bulls,37.03,42.12,25.455,104.605
HAD,6,Azerbaijan,43,0:36.834,0:42.081,0:25.403,1:44.318,10,2,HARD,15,319,True,Racing Bulls,36.834,42.081,25.403,104.318
HAD,6,Azerbaijan,44,0:36.787,0:42.238,0:25.420,1:44.445,10,2,HARD,16,319,False,Racing Bulls,36.787,42.238,25.42,104.445
HAD,6,Azerbaijan,45,0:36.692,0:42.117,0:25.367,1:44.176,10,2,HARD,17,319,True,Racing Bulls,36.692,42.117,25.367,104.176
HAD,6,Azerbaijan,46,0:36.831,0:42.088,0:25.303,1:44.222,10,2,HARD,18,319,False,Racing Bulls,36.831,42.088,25.303,104.222
HAD,6,Azerbaijan,47,0:36.890,0:42.160,0:25.307,1:44.357,10,2,HARD,19,319,False,Racing Bulls,36.89,42.16,25.307,104.357
HAD,6,Azerbaijan,48,0:36.719,0:42.055,0:25.393,1:44.167,10,2,HARD,20,320,True,Racing Bulls,36.719,42.055,25.393,104.167
HAD,6,Azerbaijan,49,0:36.861,0:42.146,0:25.261,1:44.268,10,2,HARD,21,320,False,Racing Bulls,36.861,42.146,25.261,104.268
HAD,6,Azerbaijan,50,0:36.742,0:41.921,0:25.221,1:43.884,10,2,HARD,22,321,True,Racing Bulls,36.742,41.921,25.221,103.884
HAD,6,Azerbaijan,51,0:36.806,0:42.250,0:25.190,1:44.246,10,2,HARD,23,321,False,Racing Bulls,36.806,42.25,25.19,104.246
GAS,10,Azerbaijan,1,,1:04.893,0:37.486,2:31.813,16,1,HARD,1,204,False,Alpine,,64.893,37.486,151.813
GAS,10,Azerbaijan,2,1:03.319,1:02.640,0:38.022,,16,1,HARD,2,202,False,Alpine,63.319,62.64,38.022,
GAS,10,Azerbaijan,3,1:01.728,0:58.079,0:37.075,,16,1,HARD,3,236,False,Alpine,61.728,58.079,37.075,
GAS,10,Azerbaijan,4,0:54.480,1:02.121,0:58.943,,16,1,HARD,4,89,False,Alpine,54.48,62.121,58.943,
GAS,10,Azerbaijan,5,0:42.752,0:46.154,0:25.409,1:54.315,16,1,HARD,5,326,True,Alpine,42.752,46.154,25.409,114.315
GAS,10,Azerbaijan,6,0:39.586,0:44.911,0:25.189,1:49.686,16,1,HARD,6,328,True,Alpine,39.586,44.911,25.189,109.686
GAS,10,Azerbaijan,7,0:38.994,0:44.737,0:25.109,1:48.840,16,1,HARD,7,327,True,Alpine,38.994,44.737,25.109,108.84
GAS,10,Azerbaijan,8,0:38.943,0:44.395,0:25.143,1:48.481,16,1,HARD,8,327,True,Alpine,38.943,44.395,25.143,108.481
GAS,10,Azerbaijan,9,0:38.409,0:44.122,0:25.244,1:47.775,16,1,HARD,9,327,True,Alpine,38.409,44.122,25.244,107.775
GAS,10,Azerbaijan,10,0:38.226,0:44.081,0:25.074,1:47.381,16,1,HARD,10,327,True,Alpine,38.226,44.081,25.074,107.381
GAS,10,Azerbaijan,11,0:38.676,0:44.223,0:25.096,1:47.995,16,1,HARD,11,328,False,Alpine,38.676,44.223,25.096,107.995
GAS,10,Azerbaijan,12,0:38.474,0:44.287,0:25.307,1:48.068,16,1,HARD,12,326,False,Alpine,38.474,44.287,25.307,108.068
GAS,10,Azerbaijan,13,0:39.310,0:44.108,0:25.328,1:48.746,17,1,HARD,13,326,False,Alpine,39.31,44.108,25.328,108.746
GAS,10,Azerbaijan,14,0:38.304,0:44.189,0:25.339,1:47.832,17,1,HARD,14,326,False,Alpine,38.304,44.189,25.339,107.832
GAS,10,Azerbaijan,15,0:39.235,0:44.312,0:25.381,1:48.928,17,1,HARD,15,326,False,Alpine,39.235,44.312,25.381,108.928
GAS,10,Azerbaijan,16,0:39.652,0:44.267,0:25.336,1:49.255,18,1,HARD,16,325,False,Alpine,39.652,44.267,25.336,109.255
GAS,10,Azerbaijan,17,0:38.540,0:43.950,0:25.358,1:47.848,17,1,HARD,17,324,False,Alpine,38.54,43.95,25.358,107.848
GAS,10,Azerbaijan,18,0:38.025,0:43.994,0:25.517,1:47.536,17,1,HARD,18,324,False,Alpine,38.025,43.994,25.517,107.536
GAS,10,Azerbaijan,19,0:38.374,0:43.762,0:25.562,1:47.698,17,1,HARD,19,323,False,Alpine,38.374,43.762,25.562,107.698
GAS,10,Azerbaijan,20,0:38.169,0:43.695,0:25.396,1:47.260,17,1,HARD,20,324,True,Alpine,38.169,43.695,25.396,107.26
GAS,10,Azerbaijan,21,0:38.209,0:43.719,0:25.569,1:47.497,17,1,HARD,21,323,False,Alpine,38.209,43.719,25.569,107.497
GAS,10,Azerbaijan,22,0:38.265,0:43.705,0:25.535,1:47.505,16,1,HARD,22,324,False,Alpine,38.265,43.705,25.535,107.505
GAS,10,Azerbaijan,23,0:37.920,0:43.673,0:25.503,1:47.096,16,1,HARD,23,324,True,Alpine,37.92,43.673,25.503,107.096
GAS,10,Azerbaijan,24,0:37.979,0:43.625,0:25.607,1:47.211,16,1,HARD,24,322,False,Alpine,37.979,43.625,25.607,107.211
GAS,10,Azerbaijan,25,0:37.928,0:43.618,0:25.444,1:46.990,16,1,HARD,25,321,True,Alpine,37.928,43.618,25.444,106.99
GAS,10,Azerbaijan,26,0:37.775,0:43.669,0:25.494,1:46.938,16,1,HARD,26,321,True,Alpine,37.775,43.669,25.494,106.938
GAS,10,Azerbaijan,27,0:38.075,0:43.559,0:25.647,1:47.281,15,1,HARD,27,323,False,Alpine,38.075,43.559,25.647,107.281
GAS,10,Azerbaijan,28,0:38.329,0:43.663,0:25.549,1:47.541,16,1,HARD,28,324,False,Alpine,38.329,43.663,25.549,107.541
GAS,10,Azerbaijan,29,0:38.850,0:43.895,0:25.494,1:48.239,16,1,HARD,29,324,False,Alpine,38.85,43.895,25.494,108.239
GAS,10,Azerbaijan,30,0:38.462,0:43.952,0:25.344,1:47.758,16,1,HARD,30,325,False,Alpine,38.462,43.952,25.344,107.758
GAS,10,Azerbaijan,31,0:37.983,0:43.761,0:25.385,1:47.129,16,1,HARD,31,323,False,Alpine,37.983,43.761,25.385,107.129
GAS,10,Azerbaijan,32,0:37.817,0:43.407,0:25.617,1:46.841,16,1,HARD,32,323,True,Alpine,37.817,43.407,25.617,106.841
GAS,10,Azerbaijan,33,0:37.600,0:43.643,0:25.476,1:46.719,16,1,HARD,33,324,True,Alpine,37.6,43.643,25.476,106.719
GAS,10,Azerbaijan,34,0:37.872,0:43.494,0:25.350,1:46.716,16,1,HARD,34,323,True,Alpine,37.872,43.494,25.35,106.716
GAS,10,Azerbaijan,35,0:38.156,0:43.663,0:28.891,1:50.710,18,1,HARD,35,322,False,Alpine,38.156,43.663,28.891,110.71
GAS,10,Azerbaijan,36,0:55.496,0:43.675,0:25.494,2:04.665,19,2,MEDIUM,1,322,False,Alpine,55.496,43.675,25.494,124.665
GAS,10,Azerbaijan,37,0:37.541,0:42.791,0:25.160,1:45.492,19,2,MEDIUM,2,322,True,Alpine,37.541,42.791,25.16,105.492
GAS,10,Azerbaijan,38,0:37.364,0:42.989,0:25.283,1:45.636,19,2,MEDIUM,3,324,False,Alpine,37.364,42.989,25.283,105.636
GAS,10,Azerbaijan,39,0:37.558,0:43.047,0:25.186,1:45.791,19,2,MEDIUM,4,327,False,Alpine,37.558,43.047,25.186,105.791
GAS,10,Azerbaijan,40,0:37.715,0:42.986,0:25.013,1:45.714,19,2,MEDIUM,5,328,False,Alpine,37.715,42.986,25.013,105.714
GAS,10,Azerbaijan,41,0:38.300,0:43.535,0:25.073,1:46.908,19,2,MEDIUM,6,326,False,Alpine,38.3,43.535,25.073,106.908
GAS,10,Azerbaijan,42,0:38.022,0:43.384,0:25.084,1:46.490,19,2,MEDIUM,7,325,False,Alpine,38.022,43.384,25.084,106.49
GAS,10,Azerbaijan,43,0:37.862,0:43.466,0:24.922,1:46.250,19,2,MEDIUM,8,327,False,Alpine,37.862,43.466,24.922,106.25
GAS,10,Azerbaijan,44,0:38.416,0:43.477,0:25.080,1:46.973,19,2,MEDIUM,9,324,False,Alpine,38.416,43.477,25.08,106.973
GAS,10,Azerbaijan,45,0:37.800,0:43.758,0:25.016,1:46.574,19,2,MEDIUM,10,326,False,Alpine,37.8,43.758,25.016,106.574
GAS,10,Azerbaijan,46,0:37.890,0:43.275,0:24.941,1:46.106,19,2,MEDIUM,11,325,False,Alpine,37.89,43.275,24.941,106.106
GAS,10,Azerbaijan,47,0:37.855,0:43.489,0:24.993,1:46.337,19,2,MEDIUM,12,325,False,Alpine,37.855,43.489,24.993,106.337
GAS,10,Azerbaijan,48,0:37.492,0:45.591,0:24.968,1:48.051,18,2,MEDIUM,13,331,False,Alpine,37.492,45.591,24.968,108.051
GAS,10,Azerbaijan,49,0:37.480,0:42.883,0:25.260,1:45.623,18,2,MEDIUM,14,322,False,Alpine,37.48,42.883,25.26,105.623
GAS,10,Azerbaijan,50,0:37.391,0:43.102,0:25.135,1:45.628,18,2,MEDIUM,15,321,False,Alpine,37.391,43.102,25.135,105.628
ANT,12,Azerbaijan,1,,0:48.720,0:39.976,2:12.418,4,1,MEDIUM,6,178,False,Mercedes,,48.72,39.976,132.418
ANT,12,Azerbaijan,2,1:00.591,1:04.032,0:39.401,,4,1,MEDIUM,7,218,False,Mercedes,60.591,64.032,39.401,
ANT,12,Azerbaijan,3,0:57.217,1:03.765,0:37.664,,4,1,MEDIUM,8,238,False,Mercedes,57.217,63.765,37.664,
ANT,12,Azerbaijan,4,0:55.549,1:06.206,1:08.468,,4,1,MEDIUM,9,69,False,Mercedes,55.549,66.206,68.468,
ANT,12,Azerbaijan,5,0:40.389,0:43.766,0:25.511,1:49.666,4,1,MEDIUM,10,321,True,Mercedes,40.389,43.766,25.511,109.666
ANT,12,Azerbaijan,6,0:38.296,0:43.428,0:25.314,1:47.038,4,1,MEDIUM,11,321,True,Mercedes,38.296,43.428,25.314,107.038
ANT,12,Azerbaijan,7,0:37.987,0:43.408,0:25.273,1:46.668,4,1,MEDIUM,12,322,True,Mercedes,37.987,43.408,25.273,106.668
ANT,12,Azerbaijan,8,0:38.529,0:43.299,0:25.372,1:47.200,4,1,MEDIUM,13,321,False,Mercedes,38.529,43.299,25.372,107.2
ANT,12,Azerbaijan,9,0:37.965,0:43.379,0:25.541,1:46.885,4,1,MEDIUM,14,323,False,Mercedes,37.965,43.379,25.541,106.885
ANT,12,Azerbaijan,10,0:37.892,0:43.367,0:25.631,1:46.890,4,1,MEDIUM,15,324,False,Mercedes,37.892,43.367,25.631,106.89
ANT,12,Azerbaijan,11,0:37.865,0:43.359,0:25.351,1:46.575,4,1,MEDIUM,16,323,True,Mercedes,37.865,43.359,25.351,106.575
ANT,12,Azerbaijan,12,0:38.081,0:43.461,0:25.374,1:46.916,4,1,MEDIUM,17,324,False,Mercedes,38.081,43.461,25.374,106.916
ANT,12,Azerbaijan,13,0:37.822,0:43.350,0:25.397,1:46.569,4,1,MEDIUM,18,323,True,Mercedes,37.822,43.35,25.397,106.569
ANT,12,Azerbaijan,14,0:37.677,0:43.370,0:25.237,1:46.284,4,1,MEDIUM,19,325,True,Mercedes,37.677,43.37,25.237,106.284
ANT,12,Azerbaijan,15,0:38.030,0:43.200,0:25.210,1:46.440,4,1,MEDIUM,20,325,False,Mercedes,38.03,43.2,25.21,106.44
ANT,12,Azerbaijan,16,0:37.886,0:43.190,0:25.189,1:46.265,4,1,MEDIUM,21,324,True,Mercedes,37.886,43.19,25.189,106.265
ANT,12,Azerbaijan,17,0:37.834,0:43.219,0:25.190,1:46.243,4,1,MEDIUM,22,326,True,Mercedes,37.834,43.219,25.19,106.243
ANT,12,Azerbaijan,18,0:38.056,0:43.227,0:28.372,1:49.655,6,1,MEDIUM,23,325,False,Mercedes,38.056,43.227,28.372,109.655
ANT,12,Azerbaijan,19,0:54.850,0:43.262,0:25.522,2:03.634,12,2,HARD,1,322,False,Mercedes,54.85,43.262,25.522,123.634
ANT,12,Azerbaijan,20,0:37.528,0:42.342,0:25.335,1:45.205,11,2,HARD,2,323,True,Mercedes,37.528,42.342,25.335,105.205
ANT,12,Azerbaijan,21,0:38.373,0:43.558,0:24.946,1:46.877,9,2,HARD,3,328,False,Mercedes,38.373,43.558,24.946,106.877
ANT,12,Azerbaijan,22,0:37.724,0:42.606,0:25.416,1:45.746,9,2,HARD,4,323,False,Mercedes,37.724,42.606,25.416,105.746
ANT,12,Azerbaijan,23,0:37.497,0:42.605,0:25.358,1:45.460,9,2,HARD,5,324,False,Mercedes,37.497,42.605,25.358,105.46
ANT,12,Azerbaijan,24,0:37.189,0:42.786,0:25.312,1:45.287,9,2,HARD,6,326,False,Mercedes,37.189,42.786,25.312,105.287
ANT,12,Azerbaijan,25,0:37.327,0:43.191,0:24.995,1:45.513,8,2,HARD,7,329,False,Mercedes,37.327,43.191,24.995,105.513
ANT,12,Azerbaijan,26,0:37.261,0:42.571,0:25.365,1:45.197,8,2,HARD,8,321,True,Mercedes,37.261,42.571,25.365,105.197
ANT,12,Azerbaijan,27,0:37.100,0:42.606,0:25.363,1:45.069,8,2,HARD,9,323,True,Mercedes,37.1,42.606,25.363,105.069
ANT,12,Azerbaijan,28,0:37.410,0:42.941,0:25.033,1:45.384,8,2,HARD,10,329,False,Mercedes,37.41,42.941,25.033,105.384
ANT,12,Azerbaijan,29,0:37.928,0:43.138,0:25.147,1:46.213,7,2,HARD,11,326,False,Mercedes,37.928,43.138,25.147,106.213
ANT,12,Azerbaijan,30,0:37.304,0:42.712,0:25.409,1:45.425,7,2,HARD,12,323,False,Mercedes,37.304,42.712,25.409,105.425
ANT,12,Azerbaijan,31,0:37.048,0:42.443,0:25.332,1:44.823,7,2,HARD,13,322,True,Mercedes,37.048,42.443,25.332,104.823
ANT,12,Azerbaijan,32,0:37.014,0:42.674,0:25.333,1:45.021,7,2,HARD,14,323,False,Mercedes,37.014,42.674,25.333,105.021
ANT,12,Azerbaijan,33,0:36.963,0:42.637,0:25.325,1:44.925,7,2,HARD,15,324,False,Mercedes,36.963,42.637,25.325,104.925
ANT,12,Azerbaijan,34,0:36.956,0:42.507,0:25.428,1:44.891,7,2,HARD,16,323,False,Mercedes,36.956,42.507,25.428,104.891
ANT,12,Azerbaijan,35,0:37.159,0:42.463,0:25.265,1:44.887,7,2,HARD,17,324,False,Mercedes,37.159,42.463,25.265,104.887
ANT,12,Azerbaijan,36,0:37.137,0:42.447,0:25.345,1:44.929,7,2,HARD,18,323,False,Mercedes,37.137,42.447,25.345,104.929
ANT,12,Azerbaijan,37,0:36.982,0:42.409,0:25.235,1:44.626,6,2,HARD,19,324,True,Mercedes,36.982,42.409,25.235,104.626
ANT,12,Azerbaijan,38,0:36.882,0:42.498,0:25.411,1:44.791,5,2,HARD,20,323,False,Mercedes,36.882,42.498,25.411,104.791
ANT,12,Azerbaijan,39,0:37.084,0:42.390,0:25.360,1:44.834,4,2,HARD,21,323,False,Mercedes,37.084,42.39,25.36,104.834
ANT,12,Azerbaijan,40,0:37.106,0:42.532,0:25.279,1:44.917,4,2,HARD,22,326,False,Mercedes,37.106,42.532,25.279,104.917
ANT,12,Azerbaijan,41,0:37.171,0:42.699,0:25.159,1:45.029,4,2,HARD,23,325,False,Mercedes,37.171,42.699,25.159,105.029
ANT,12,Azerbaijan,42,0:37.169,0:42.589,0:25.130,1:44.888,4,2,HARD,24,325,False,Mercedes,37.169,42.589,25.13,104.888
ANT,12,Azerbaijan,43,0:37.022,0:42.445,0:25.165,1:44.632,4,2,HARD,25,325,False,Mercedes,37.022,42.445,25.165,104.632
ANT,12,Azerbaijan,44,0:36.953,0:42.277,0:25.204,1:44.434,4,2,HARD,26,325,True,Mercedes,36.953,42.277,25.204,104.434
ANT,12,Azerbaijan,45,0:36.840,0:42.176,0:25.156,1:44.172,4,2,HARD,27,325,True,Mercedes,36.84,42.176,25.156,104.172
ANT,12,Azerbaijan,46,0:36.858,0:42.296,0:25.147,1:44.301,4,2,HARD,28,325,False,Mercedes,36.858,42.296,25.147,104.301
ANT,12,Azerbaijan,47,0:36.736,0:42.250,0:25.105,1:44.091,4,2,HARD,29,324,True,Mercedes,36.736,42.25,25.105,104.091
ANT,12,Azerbaijan,48,0:36.621,0:42.402,0:25.223,1:44.246,4,2,HARD,30,324,False,Mercedes,36.621,42.402,25.223,104.246
ANT,12,Azerbaijan,49,0:36.681,0:42.398,0:25.082,1:44.161,4,2,HARD,31,325,False,Mercedes,36.681,42.398,25.082,104.161
ANT,12,Azerbaijan,50,0:36.914,0:42.298,0:25.211,1:44.423,4,2,HARD,32,324,False,Mercedes,36.914,42.298,25.211,104.423
ANT,12,Azerbaijan,51,0:36.829,0:43.424,0:25.279,1:45.532,4,2,HARD,33,324,False,Mercedes,36.829,43.424,25.279,105.532
ALO,14,Azerbaijan,1,,1:00.875,0:37.876,2:25.739,11,1,MEDIUM,4,208,False,Aston Martin,,60.875,37.876,145.739
ALO,14,Azerbaijan,2,1:00.764,1:05.400,0:36.856,,11,1,MEDIUM,5,200,False,Aston Martin,60.764,65.4,36.856,
ALO,14,Azerbaijan,3,0:59.651,1:01.266,0:36.097,,11,1,MEDIUM,6,234,False,Aston Martin,59.651,61.266,36.097,
ALO,14,Azerbaijan,4,0:55.729,1:03.571,1:01.955,,11,1,MEDIUM,7,80,False,Aston Martin,55.729,63.571,61.955,
ALO,14,Azerbaijan,5,0:41.986,0:44.993,0:25.416,1:52.395,11,1,MEDIUM,8,323,True,Aston Martin,41.986,44.993,25.416,112.395
ALO,14,Azerbaijan,6,0:39.626,0:44.626,0:25.538,1:49.790,11,1,MEDIUM,9,321,True,Aston Martin,39.626,44.626,25.538,109.79
ALO,14,Azerbaijan,7,0:38.862,0:44.018,0:25.821,1:48.701,12,1,MEDIUM,10,320,False,Aston Martin,38.862,44.018,25.821,108.701
ALO,14,Azerbaijan,8,0:38.889,0:43.847,0:25.262,1:47.998,12,1,MEDIUM,11,325,True,Aston Martin,38.889,43.847,25.262,107.998
ALO,14,Azerbaijan,9,0:38.509,0:43.703,0:25.274,1:47.486,12,1,MEDIUM,12,325,True,Aston Martin,38.509,43.703,25.274,107.486
ALO,14,Azerbaijan,10,0:38.008,0:43.538,0:25.509,1:47.055,12,1,MEDIUM,13,325,True,Aston Martin,38.008,43.538,25.509,107.055
ALO,14,Azerbaijan,11,0:37.966,0:43.404,0:25.251,1:46.621,12,1,MEDIUM,14,325,True,Aston Martin,37.966,43.404,25.251,106.621
ALO,14,Azerbaijan,12,0:38.445,0:43.574,0:25.245,1:47.264,12,1,MEDIUM,15,325,False,Aston Martin,38.445,43.574,25.245,107.264
ALO,14,Azerbaijan,13,0:38.094,0:43.711,0:25.367,1:47.172,12,1,MEDIUM,16,323,False,Aston Martin,38.094,43.711,25.367,107.172
ALO,14,Azerbaijan,14,0:38.108,0:43.571,0:25.356,1:47.035,12,1,MEDIUM,17,325,False,Aston Martin,38.108,43.571,25.356,107.035
ALO,14,Azerbaijan,15,0:37.820,0:43.783,0:25.482,1:47.085,12,1,MEDIUM,18,323,False,Aston Martin,37.82,43.783,25.482,107.085
ALO,14,Azerbaijan,16,0:38.301,0:43.734,0:25.397,1:47.432,12,1,MEDIUM,19,322,False,Aston Martin,38.301,43.734,25.397,107.432
ALO,14,Azerbaijan,17,0:37.942,0:43.468,0:25.393,1:46.803,12,1,MEDIUM,20,323,False,Aston Martin,37.942,43.468,25.393,106.803
ALO,14,Azerbaijan,18,0:37.862,0:43.518,0:25.414,1:46.794,12,1,MEDIUM,21,321,False,Aston Martin,37.862,43.518,25.414,106.794
ALO,14,Azerbaijan,19,0:38.133,0:43.405,0:25.512,1:47.050,11,1,MEDIUM,22,323,False,Aston Martin,38.133,43.405,25.512,107.05
